[PARAMETER],,
VERSION=0.0.1,,
[TESTORDER],,
SampleId;SampleType;SamplePos;Technology;MethodName;TestName;CarrierPos;ConjName;ConjPos;DevName;DevPos;AssayScript;CustomRunId;GroupId;CmrTestId;PreDilutionFactor,,
Sample3_017;1;SS_A_9;2;EL-M;Mcal;R1_C2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_018;1;SS_A_9;2;EL-M;Mcal;R1_C2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_019;1;SS_A_9;2;EL-M;Mcal;R1_C2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_020;1;SS_A_9;2;EL-M;Mcal;R1_C2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_021;1;SS_A_9;2;EL-M;Mcal;R1_C2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_022;1;SS_A_9;2;EL-M;Mcal;R1_C2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_023;1;SS_A_9;2;EL-M;Mcal;R1_C2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_024;1;SS_A_9;2;EL-M;Mcal;R1_C2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_025;1;SS_A_9;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_026;1;SS_A_10;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_027;1;SS_A_10;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_028;1;SS_A_10;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_029;1;SS_A_10;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_030;1;SS_A_10;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_031;1;SS_A_10;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_032;1;SS_A_10;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_033;1;SS_A_10;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_034;1;SS_A_10;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_035;1;SS_A_10;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_036;1;SS_A_10;2;EL-M;Mcal;R1_C3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_037;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_038;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_039;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_040;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_041;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_042;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_043;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_044;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_045;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_046;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_047;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_048;1;SS_A_10;2;EL-M;Mcal;R1_C4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_049;1;SS_A_10;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_050;1;SS_A_10;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_051;1;SS_A_11;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_052;1;SS_A_11;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_053;1;SS_A_11;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_054;1;SS_A_11;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_055;1;SS_A_11;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_056;1;SS_A_11;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_057;1;SS_A_11;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_058;1;SS_A_11;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_059;1;SS_A_11;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_060;1;SS_A_11;2;EL-M;Mcal;R1_C5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_061;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_062;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_063;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_064;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_065;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_066;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_067;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_068;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_069;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_070;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_071;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_072;1;SS_A_11;2;EL-M;Mcal;R1_C6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_073;1;SS_A_11;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_074;1;SS_A_11;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_075;1;SS_A_12;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_076;1;SS_A_12;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_077;1;SS_A_12;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_078;1;SS_A_12;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_079;1;SS_A_12;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_080;1;SS_A_12;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_081;1;SS_A_12;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_082;1;SS_A_12;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_083;1;SS_A_12;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_084;1;SS_A_12;2;EL-M;Mcal;R1_C7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_085;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_086;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_087;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_088;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_089;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_090;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_091;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_092;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_093;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_094;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_095;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_096;1;SS_A_12;2;EL-M;Mcal;R1_C8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_097;1;SS_A_12;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_098;1;SS_A_12;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_099;1;SS_A_12;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample3_100;1;SS_A_12;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_001;1;SS_A_13;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_002;1;SS_A_13;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_003;1;SS_A_13;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_004;1;SS_A_13;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_005;1;SS_A_13;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_006;1;SS_A_13;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_007;1;SS_A_13;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_008;1;SS_A_13;2;EL-M;Mcal;R1_C9;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_009;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_010;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_011;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_012;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_013;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_014;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_015;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_016;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_017;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_018;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_019;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_020;1;SS_A_13;2;EL-M;Mcal;R1_D1;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_021;1;SS_A_13;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_022;1;SS_A_13;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_023;1;SS_A_13;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_024;1;SS_A_13;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_025;1;SS_A_13;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_026;1;SS_A_14;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_027;1;SS_A_14;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_028;1;SS_A_14;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_029;1;SS_A_14;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_030;1;SS_A_14;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_031;1;SS_A_14;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_032;1;SS_A_14;2;EL-M;Mcal;R1_D2;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_033;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_034;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_035;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_036;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_037;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_038;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_039;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_040;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_041;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_042;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_043;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_044;1;SS_A_14;2;EL-M;Mcal;R1_D3;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_045;1;SS_A_14;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_046;1;SS_A_14;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_047;1;SS_A_14;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_048;1;SS_A_14;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_049;1;SS_A_14;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_050;1;SS_A_14;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_051;1;SS_A_15;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_052;1;SS_A_15;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_053;1;SS_A_15;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_054;1;SS_A_15;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_055;1;SS_A_15;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_056;1;SS_A_15;2;EL-M;Mcal;R1_D4;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_057;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_058;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_059;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_060;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_061;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_062;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_063;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_064;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_065;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_066;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_067;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_068;1;SS_A_15;2;EL-M;Mcal;R1_D5;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_069;1;SS_A_15;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_070;1;SS_A_15;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_071;1;SS_A_15;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_072;1;SS_A_15;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_073;1;SS_A_15;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_074;1;SS_A_15;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_075;1;SS_A_15;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_076;1;SS_A_16;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_077;1;SS_A_16;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_078;1;SS_A_16;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_079;1;SS_A_16;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_080;1;SS_A_16;2;EL-M;Mcal;R1_D6;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_081;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_082;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_083;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_084;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_085;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_086;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_087;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_088;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_089;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_090;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_091;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_092;1;SS_A_16;2;EL-M;Mcal;R1_D7;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_093;1;SS_A_16;2;EL-M;Mcal;R1_D8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_094;1;SS_A_16;2;EL-M;Mcal;R1_D8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_095;1;SS_A_16;2;EL-M;Mcal;R1_D8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_096;1;SS_A_16;2;EL-M;Mcal;R1_D8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_097;1;SS_A_16;2;EL-M;Mcal;R1_D8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_098;1;SS_A_16;2;EL-M;Mcal;R1_D8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_099;1;SS_A_16;2;EL-M;Mcal;R1_D8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
Sample4_100;1;SS_A_16;2;EL-M;Mcal;R1_D8;;FS_B2,C3_2;;FS_B1,C1_1;;;;;
